skills,cgpa,career
"react, typescript, web performance, ui design, responsive design, css, html",7.38,Frontend Developer
"statistics, excel, tableau, data cleaning, reporting, power bi",9.29,Data Analyst
"linux, ci/cd, devops, terraform, monitoring, azure, kubernetes, docker",9.46,Cloud Engineer
"java, api development, databases, flask, pytorch, django, node.js, sql, python",6.35,Backend Developer
"terraform, machine learning, ci/cd, kubernetes, azure, docker, devops, networking, monitoring, aws",7.36,Cloud Engineer
"problem solving, data structures, risk assessment, ethical hacking, python, algorithms, debugging, oop, git, testing",8.25,Software Developer
"python, neural networks, machine learning, tensorflow, computer vision, deep learning, data preprocessing",7.17,AI Engineer
"risk assessment, data visualization, incident response, data cleaning, reporting, statistics, excel, sql",8.01,Data Analyst
"web performance, accessibility, redux, ui design, react, responsive design, css, javascript, typescript",8.85,Frontend Developer
"aws, devops, linux, kubernetes, networking, docker, terraform, ci/cd, azure, monitoring",6.8,Cloud Engineer
"networking, cryptography, ethical hacking, system design, siem, linux, incident response",6.87,Cyber Security Analyst
"security, penetration testing, linux, risk assessment, networking, ethical hacking",6.83,Cyber Security Analyst
"redux, javascript, accessibility, css, typescript, html, web performance, react",6.09,Frontend Developer
"sql, tableau, statistics, reporting, data visualization, data cleaning, power bi, excel, pandas, python",6.16,Data Analyst
"python, sql, flask, system design, django, api development, node.js, databases",8.69,Backend Developer
"html, ui design, redux, pytorch, web performance, css, react, typescript, accessibility, javascript, nlp, responsive design",7.62,Frontend Developer
"flask, authentication, django, node.js, api development, databases, python, system design, java, sql",6.74,Backend Developer
"numpy, feature engineering, statistics, scikit-learn, python, machine learning, hypothesis testing, data visualization, system design",6.61,Data Scientist
"react, javascript, ui design, redux, web performance, responsive design, accessibility, typescript, css",6.01,Frontend Developer
"siem, incident response, cryptography, penetration testing, security, linux, risk assessment, ethical hacking",9.56,Cyber Security Analyst
"cryptography, networking, linux, risk assessment, firewalls, penetration testing, siem",8.7,Cyber Security Analyst
"javascript, ui design, accessibility, redux, web performance, css, typescript, react, responsive design",6.99,Frontend Developer
"java, git, software design, oop, problem solving, python, algorithms",9.55,Software Developer
"siem, incident response, java, software design, problem solving, data structures, testing, debugging, oop",6.74,Software Developer
"devops, linux, aws, kubernetes, azure, docker, terraform, ci/cd, monitoring",6.5,Cloud Engineer
"incident response, statistics, pandas, excel, power bi, reporting, data cleaning",6.49,Data Analyst
"python, feature engineering, scikit-learn, machine learning, hypothesis testing, data visualization",7.47,Data Scientist
"ui design, react, css, javascript, azure, redux, web performance, responsive design, typescript, aws",8.87,Frontend Developer
"security, networking, penetration testing, linux, cryptography, ethical hacking, risk assessment, siem, firewalls, incident response",8.33,Cyber Security Analyst
"redux, react, html, css, ui design, web performance, typescript",8.97,Frontend Developer
"algorithms, git, python, data structures, software design, testing",7.57,Software Developer
"firewalls, cryptography, risk assessment, linux, penetration testing, incident response, html",7.48,Cyber Security Analyst
"networking, siem, cryptography, penetration testing, ethical hacking, linux, firewalls, risk assessment",7.29,Cyber Security Analyst
"pandas, scikit-learn, feature engineering, sql, data visualization, statistics, computer vision, machine learning, numpy, python",9.39,Data Scientist
"sql, java, system design, authentication, databases, django",6.54,Backend Developer
"azure, terraform, docker, aws, networking, linux, monitoring, ci/cd, kubernetes, devops",6.91,Cloud Engineer
"testing, oop, data structures, python, algorithms, git, software design, sql, debugging, problem solving",8.86,Software Developer
"monitoring, networking, kubernetes, terraform, docker, linux",6.58,Cloud Engineer
"sql, statistics, python, data cleaning, excel, data visualization, power bi, pandas, tableau, reporting",8.67,Data Analyst
"statistics, data visualization, python, machine learning, numpy, sql",7.16,Data Scientist
"terraform, ci/cd, azure, devops, siem, security, networking, monitoring, kubernetes",9.29,Cloud Engineer
"accessibility, ui design, css, html, react, redux, javascript",8.49,Frontend Developer
"debugging, data structures, software design, git, oop, python, algorithms, testing, java, problem solving",8.66,Software Developer
"tableau, sql, django, pandas, python, power bi, reporting, statistics",7.71,Data Analyst
"reporting, pandas, excel, data visualization, sql, data cleaning, power bi, tableau",8.15,Data Analyst
"git, java, testing, data structures, python, oop, software design, algorithms",6.78,Software Developer
"software design, api development, authentication, flask, algorithms, databases, system design, python, sql",7.64,Backend Developer
"python, data structures, algorithms, testing, software design, java, problem solving, git",7.17,Software Developer
"machine learning, java, django, hypothesis testing, numpy, statistics, data visualization, scikit-learn, feature engineering, sql",6.77,Data Scientist
"excel, reporting, power bi, debugging, software design, tableau, data cleaning, python, statistics",8.09,Data Analyst
"mathematics, nlp, tensorflow, computer vision, deep learning, pytorch",8.85,AI Engineer
"sql, tableau, statistics, networking, pandas, data cleaning, excel, data visualization, python, reporting, power bi",6.78,Data Analyst
"pytorch, machine learning, computer vision, mathematics, hypothesis testing, feature engineering, nlp, python",9.18,AI Engineer
"authentication, sql, software design, python, testing, data structures, java, algorithms, debugging",6.72,Software Developer
"api development, python, authentication, java, scikit-learn, node.js, databases, system design, django, sql",7.05,Backend Developer
"hypothesis testing, statistics, scikit-learn, machine learning, sql, pandas, numpy, data visualization, feature engineering",7.27,Data Scientist
"reporting, data cleaning, sql, excel, pandas, python",7.35,Data Analyst
"azure, aws, devops, monitoring, ci/cd, kubernetes",7.68,Cloud Engineer
"linux, ethical hacking, siem, firewalls, algorithms, risk assessment, cryptography, debugging, incident response, security",6.49,Cyber Security Analyst
"hypothesis testing, feature engineering, pandas, sql, scikit-learn, python",9.21,Data Scientist
"debugging, git, algorithms, problem solving, data structures, software design, python, oop, testing",8.59,Software Developer
"tableau, pandas, data visualization, linux, statistics, python, reporting, excel, power bi",6.67,Data Analyst
"linux, networking, kubernetes, azure, monitoring, aws, devops, docker",8.12,Cloud Engineer
"sql, django, api development, authentication, java, flask, databases, node.js",8.21,Backend Developer
"tableau, python, statistics, data cleaning, data visualization, excel, power bi, reporting",8.24,Data Analyst
"statistics, reporting, data visualization, tableau, pandas, python, sql",9.71,Data Analyst
"api development, java, system design, python, node.js, authentication, django, sql, databases",7.49,Backend Developer
"devops, monitoring, kubernetes, azure, networking, ci/cd",9.5,Cloud Engineer
"penetration testing, linux, siem, networking, firewalls, incident response, ethical hacking, security, risk assessment, cryptography",7.42,Cyber Security Analyst
"data cleaning, data visualization, excel, pandas, sql, statistics, tableau, reporting",8.04,Data Analyst
"incident response, cryptography, linux, firewalls, security, penetration testing, risk assessment, networking",8.75,Cyber Security Analyst
"python, neural networks, computer vision, mathematics, machine learning, tensorflow, data preprocessing, nlp, pytorch",8.32,AI Engineer
"web performance, javascript, react, typescript, redux, html, ui design, css, excel, responsive design, accessibility",6.8,Frontend Developer
"sql, tableau, python, power bi, data visualization, databases, data cleaning, reporting, flask, statistics, excel",8.1,Data Analyst
"python, node.js, flask, java, django, api development, authentication, sql, databases",8.37,Backend Developer
"mathematics, deep learning, data preprocessing, machine learning, neural networks, cryptography, computer vision",6.71,AI Engineer
"git, terraform, monitoring, kubernetes, azure, debugging, ci/cd, docker, aws, devops, networking, linux",6.99,Cloud Engineer
"tensorflow, neural networks, mathematics, machine learning, python, deep learning, computer vision",6.07,AI Engineer
"docker, ci/cd, ethical hacking, azure, linux, incident response, terraform, networking, devops, monitoring",9.54,Cloud Engineer
"scikit-learn, machine learning, sql, feature engineering, statistics, numpy, data visualization, pandas, python, linux",8.3,Data Scientist
"statistics, data visualization, pandas, numpy, feature engineering, python",7.31,Data Scientist
"python, flask, django, authentication, java, databases, api development",7.19,Backend Developer
"numpy, sql, statistics, feature engineering, machine learning, hypothesis testing, python, scikit-learn, pandas",7.85,Data Scientist
"typescript, css, react, redux, accessibility, responsive design, web performance, html, ui design",7.42,Frontend Developer
"python, api development, authentication, system design, django, databases, node.js, sql, flask",6.6,Backend Developer
"nlp, machine learning, python, pytorch, data preprocessing, computer vision",9.44,AI Engineer
"feature engineering, numpy, scikit-learn, python, statistics, sql, pandas",6.52,Data Scientist
"deep learning, mathematics, python, pytorch, neural networks, computer vision, data preprocessing, machine learning",7.29,AI Engineer
"terraform, linux, monitoring, docker, devops, azure, ci/cd",8.52,Cloud Engineer
"pandas, python, tableau, excel, reporting, data cleaning, data visualization, power bi, statistics, sql",9.1,Data Analyst
"machine learning, mathematics, neural networks, python, computer vision, css, tensorflow, nlp, deep learning, data preprocessing",7.26,AI Engineer
"data visualization, pandas, hypothesis testing, python, ui design, sql, feature engineering, typescript",6.31,Data Scientist
"monitoring, ci/cd, aws, linux, azure, kubernetes, devops",8.3,Cloud Engineer
"mathematics, pytorch, data preprocessing, deep learning, neural networks, ui design, computer vision",6.3,AI Engineer
"sql, flask, node.js, authentication, python, java",9.11,Backend Developer
"devops, ci/cd, azure, networking, aws, terraform, kubernetes, monitoring, linux",8.5,Cloud Engineer
"cryptography, penetration testing, linux, networking, siem, security",9.89,Cyber Security Analyst
"problem solving, git, debugging, testing, data structures, algorithms",7.63,Software Developer
"power bi, tableau, sql, data structures, data visualization, reporting, data cleaning, pandas, excel, python, statistics",6.65,Data Analyst
"python, incident response, cryptography, security, penetration testing, ethical hacking, risk assessment, linux, networking",8.96,Cyber Security Analyst
"git, data structures, python, debugging, algorithms, oop, testing, java, software design",7.87,Software Developer
"debugging, problem solving, python, git, software design, data structures",6.85,Software Developer
"pytorch, neural networks, mathematics, tensorflow, nlp, python, data preprocessing, machine learning",7.82,AI Engineer
"data preprocessing, mathematics, computer vision, python, tensorflow, neural networks, nlp, deep learning, machine learning, pytorch",6.69,AI Engineer
"penetration testing, networking, linux, mathematics, risk assessment, data preprocessing, ethical hacking, siem, cryptography, incident response, firewalls, security",9.66,Cyber Security Analyst
"incident response, security, penetration testing, networking, firewalls, linux, ethical hacking",8.7,Cyber Security Analyst
"ethical hacking, cryptography, firewalls, risk assessment, security, penetration testing, networking, incident response, siem, linux",8.02,Cyber Security Analyst
"python, data structures, algorithms, git, java, testing, debugging, problem solving, linux, oop",6.67,Software Developer
"java, python, django, node.js, authentication, system design",9.12,Backend Developer
"react, ui design, responsive design, web performance, python, redux, html, javascript, accessibility, css",9.46,Frontend Developer
"data visualization, hypothesis testing, statistics, feature engineering, system design, machine learning, numpy, python, pandas, scikit-learn, sql",8.5,Data Scientist
"azure, devops, aws, monitoring, networking, terraform",7.23,Cloud Engineer
"siem, risk assessment, networking, firewalls, incident response, cryptography",8.61,Cyber Security Analyst
"java, problem solving, git, debugging, data structures, algorithms, python, software design, testing, oop",6.58,Software Developer
"system design, flask, java, authentication, databases, node.js",8.29,Backend Developer
"system design, networking, java, python, authentication, risk assessment, api development, sql, flask",9.3,Backend Developer
"networking, linux, docker, azure, aws, terraform, deep learning",9.55,Cloud Engineer
"azure, flask, sql, system design, linux, node.js, authentication, python, django, java, databases, api development",6.32,Backend Developer
"git, software design, oop, python, algorithms, data structures, java, debugging, problem solving",8.69,Software Developer
"mathematics, python, computer vision, data preprocessing, neural networks, pytorch, deep learning",7.75,AI Engineer
"redux, react, web performance, responsive design, typescript, css, html, accessibility, ui design",6.14,Frontend Developer
"terraform, networking, monitoring, docker, linux, kubernetes",7.57,Cloud Engineer
"databases, sql, api development, python, authentication, system design, django, node.js, java, flask",7.39,Backend Developer
"redux, css, accessibility, react, responsive design, javascript",7.03,Frontend Developer
"css, accessibility, javascript, typescript, ui design, redux, html, web performance",9.81,Frontend Developer
"nlp, python, mathematics, computer vision, neural networks, deep learning, data preprocessing",7.49,AI Engineer
"data structures, git, software design, oop, testing, java, debugging, problem solving, algorithms, python",6.12,Software Developer
"data preprocessing, pytorch, python, deep learning, machine learning, computer vision, tensorflow, mathematics, nlp",7.82,AI Engineer
"sql, numpy, statistics, scikit-learn, python, feature engineering, hypothesis testing, machine learning, data visualization",8.91,Data Scientist
"docker, devops, terraform, azure, kubernetes, monitoring",9.52,Cloud Engineer
"reporting, sql, statistics, pandas, tableau, data cleaning, data visualization, power bi, excel",7.93,Data Analyst
"siem, networking, risk assessment, ethical hacking, incident response, firewalls, cryptography, linux",6.09,Cyber Security Analyst
"data cleaning, pandas, data visualization, sql, reporting, excel, power bi, tableau, python, statistics",9.6,Data Analyst
"data cleaning, tableau, excel, data visualization, power bi, statistics, pandas, sql, python",8.22,Data Analyst
"python, testing, problem solving, debugging, java, data structures, algorithms, oop",8.33,Software Developer
"scikit-learn, feature engineering, data visualization, numpy, python, hypothesis testing, pandas, machine learning",6.7,Data Scientist
"data structures, python, networking, algorithms, problem solving, java, debugging",7.04,Software Developer
"system design, sql, python, api development, django, cryptography, flask",6.66,Backend Developer
"api development, authentication, databases, django, node.js, system design, sql",7.07,Backend Developer
"sql, python, authentication, django, java, flask, api development, node.js, databases",8.89,Backend Developer
"data visualization, python, scikit-learn, numpy, pandas, statistics, sql, hypothesis testing, machine learning, feature engineering",9.22,Data Scientist
"java, flask, django, docker, sql, system design, authentication, api development, python",8.82,Backend Developer
"databases, node.js, java, flask, authentication, api development",7.9,Backend Developer
"java, python, databases, node.js, django, authentication, flask, system design",9.77,Backend Developer
"flask, api development, pandas, django, system design, node.js, statistics, java, sql, python, databases",7.81,Backend Developer
"web performance, html, ui design, redux, css, accessibility, responsive design, sql, typescript",9.57,Frontend Developer
"sql, flask, authentication, databases, node.js, system design, python, django, api development",7.52,Backend Developer
"python, data visualization, tableau, statistics, excel, pandas, reporting",6.21,Data Analyst
"python, tensorflow, pytorch, mathematics, deep learning, nlp, data preprocessing, neural networks",8.89,AI Engineer
"risk assessment, networking, cryptography, penetration testing, siem, incident response, linux, security, ethical hacking",8.22,Cyber Security Analyst
"terraform, linux, monitoring, redux, devops, azure, networking, aws",7.7,Cloud Engineer
"tensorflow, python, computer vision, neural networks, nlp, pytorch, mathematics",8.01,AI Engineer
"azure, devops, monitoring, hypothesis testing, sql, docker, ci/cd, terraform, aws",9.69,Cloud Engineer
"data cleaning, pandas, sql, statistics, power bi, excel, python",7.2,Data Analyst
"power bi, statistics, firewalls, siem, tableau, excel, sql, python",9.1,Data Analyst
"power bi, excel, statistics, data cleaning, reporting, data visualization, tableau, python",8.46,Data Analyst
"python, java, debugging, oop, data structures, git, software design, testing, problem solving, algorithms",8.41,Software Developer
"node.js, flask, authentication, django, machine learning, computer vision, api development, system design, java",9.56,Backend Developer
"machine learning, statistics, data visualization, sql, python, feature engineering, scikit-learn",9.68,Data Scientist
"ui design, javascript, react, html, redux, responsive design",7.62,Frontend Developer
"statistics, excel, tableau, python, data cleaning, reporting, sql, pandas, data visualization",7.26,Data Analyst
"security, cryptography, firewalls, linux, ethical hacking, siem, penetration testing, incident response, networking",8.34,Cyber Security Analyst
"javascript, react, risk assessment, responsive design, web performance, redux, security, accessibility, html, typescript",7.98,Frontend Developer
"python, databases, django, flask, authentication, java, system design, api development, node.js",7.42,Backend Developer
"mathematics, deep learning, machine learning, computer vision, python, tensorflow, data preprocessing, pytorch, nlp",7.68,AI Engineer
"statistics, sql, hypothesis testing, python, data visualization, problem solving, testing, machine learning, pandas, scikit-learn",6.72,Data Scientist
"sql, reporting, pandas, data visualization, data cleaning, python, tableau, statistics, power bi, excel",8.76,Data Analyst
"databases, api development, python, authentication, sql, flask, django, node.js",9.8,Backend Developer
"deep learning, data visualization, machine learning, computer vision, data preprocessing, mathematics, pytorch, nlp, tensorflow",8.39,AI Engineer
"risk assessment, git, problem solving, testing, java, oop, software design, algorithms, debugging, data structures",6.84,Software Developer
"python, debugging, testing, algorithms, data structures, java, git, problem solving, oop, software design",6.38,Software Developer
"python, statistics, excel, sql, reporting, tableau, data visualization, pandas",7.38,Data Analyst
"risk assessment, security, cryptography, ethical hacking, penetration testing, linux",6.05,Cyber Security Analyst
"testing, java, python, software design, git, oop",9.67,Software Developer
"software design, problem solving, testing, data structures, oop, git, java, debugging, python, algorithms",7.01,Software Developer
"javascript, responsive design, accessibility, html, ui design, typescript, css, react, redux",7.67,Frontend Developer
"git, data structures, oop, problem solving, algorithms, testing, python, software design, java, debugging",7.0,Software Developer
"risk assessment, cryptography, linux, security, siem, networking",7.91,Cyber Security Analyst
"java, python, testing, data structures, oop, problem solving, algorithms, debugging",8.57,Software Developer
"java, testing, algorithms, problem solving, debugging, software design, git, data structures, oop, python",8.27,Software Developer
"linux, penetration testing, security, risk assessment, networking, siem, firewalls, cryptography, incident response, ethical hacking",6.99,Cyber Security Analyst
"incident response, firewalls, penetration testing, ethical hacking, cryptography, siem, data preprocessing, nlp",8.84,Cyber Security Analyst
"ci/cd, data structures, python, kubernetes, software design, algorithms, oop, debugging, java",6.74,Software Developer
"responsive design, web performance, css, javascript, html, accessibility",8.21,Frontend Developer
"incident response, ethical hacking, firewalls, linux, cryptography, networking",8.15,Cyber Security Analyst
"risk assessment, networking, security, incident response, cryptography, penetration testing, linux",9.6,Cyber Security Analyst
"databases, authentication, django, api development, node.js, flask, sql, python",9.25,Backend Developer
"algorithms, testing, oop, data structures, python, git, problem solving, debugging, software design, java",7.99,Software Developer
"typescript, ui design, accessibility, redux, react, javascript",8.12,Frontend Developer
"data structures, software design, problem solving, accessibility, algorithms, debugging, web performance, python",7.3,Software Developer
"java, git, problem solving, data structures, software design, oop",7.35,Software Developer
"tableau, excel, sql, statistics, data visualization, power bi, data cleaning, reporting, pandas, python",9.55,Data Analyst
"ethical hacking, penetration testing, linux, firewalls, siem, networking",8.65,Cyber Security Analyst
"incident response, risk assessment, security, firewalls, cryptography, penetration testing, linux, ethical hacking, siem",9.55,Cyber Security Analyst
"accessibility, css, web performance, typescript, redux, react, responsive design, ui design",7.61,Frontend Developer
"software design, java, oop, python, algorithms, data structures, problem solving",7.79,Software Developer
"machine learning, nlp, mathematics, deep learning, pytorch, data preprocessing, neural networks, tensorflow",6.82,AI Engineer
"nlp, data preprocessing, computer vision, tensorflow, python, neural networks, deep learning",9.16,AI Engineer
"flask, api development, authentication, django, sql, node.js, ethical hacking, system design, databases, python",9.69,Backend Developer
"sql, hypothesis testing, statistics, data visualization, machine learning, feature engineering",9.66,Data Scientist
"siem, networking, pytorch, firewalls, cryptography, machine learning, security, linux, incident response, risk assessment, ethical hacking",7.79,Cyber Security Analyst
"system design, python, databases, django, sql, authentication, api development",7.62,Backend Developer
"flask, java, databases, sql, system design, accessibility, django, python, api development, authentication, node.js",6.15,Backend Developer
"java, git, python, data structures, oop, algorithms, problem solving, debugging, testing",9.48,Software Developer
"data cleaning, statistics, python, sql, data visualization, reporting, pandas, excel, power bi",9.64,Data Analyst
"excel, sql, reporting, pandas, tableau, data visualization",6.46,Data Analyst
"aws, linux, ci/cd, kubernetes, monitoring, azure, networking",6.71,Cloud Engineer
"problem solving, data structures, java, algorithms, oop, software design, node.js, testing, git",8.33,Software Developer
"java, data structures, problem solving, software design, git, debugging, algorithms",7.64,Software Developer
"accessibility, ui design, css, responsive design, javascript, web performance",9.04,Frontend Developer
"data cleaning, javascript, redux, typescript, react, reporting, accessibility, ui design",9.71,Frontend Developer
"git, algorithms, oop, problem solving, data structures, testing, software design, python, java",8.96,Software Developer
"azure, docker, ci/cd, sql, devops, linux, networking, kubernetes, terraform, monitoring",7.55,Cloud Engineer
"python, machine learning, deep learning, pytorch, mathematics, computer vision, azure, neural networks, nlp, tensorflow, ci/cd",7.52,AI Engineer
"java, data cleaning, data visualization, sql, algorithms, statistics, tableau, python, pandas, excel, reporting",8.15,Data Analyst
"css, html, web performance, responsive design, typescript, ui design, redux, javascript, react, accessibility",6.86,Frontend Developer
"incident response, ethical hacking, penetration testing, cryptography, linux, siem, ui design, firewalls, css",6.96,Cyber Security Analyst
"ethical hacking, incident response, penetration testing, networking, security, risk assessment, firewalls, cryptography, siem",6.14,Cyber Security Analyst
"power bi, sql, data cleaning, reporting, python, data visualization",9.15,Data Analyst
"machine learning, python, tensorflow, computer vision, pytorch, nlp, neural networks, deep learning, redux, mathematics, data preprocessing",8.25,AI Engineer
"problem solving, git, oop, data structures, debugging, algorithms, software design, testing, devops, networking, python, java",9.05,Software Developer
"firewalls, security, incident response, networking, penetration testing, cryptography, linux, ethical hacking, siem",9.74,Cyber Security Analyst
"problem solving, git, accessibility, software design, python, java, oop, debugging, algorithms, data structures, html, testing",7.98,Software Developer
"accessibility, debugging, python, algorithms, oop, java, testing, css",7.38,Software Developer
"reporting, data visualization, python, data structures, tableau, power bi, git, data cleaning, statistics, pandas, sql",7.66,Data Analyst
"monitoring, azure, kubernetes, networking, docker, terraform, aws, linux, devops, ci/cd",9.05,Cloud Engineer
"statistics, data visualization, power bi, pandas, sql, python, excel, tableau",7.59,Data Analyst
"system design, sql, node.js, java, django, firewalls, authentication, linux",7.64,Backend Developer
"power bi, tableau, sql, statistics, data visualization, data cleaning",9.32,Data Analyst
"css, responsive design, ui design, react, accessibility, html",6.95,Frontend Developer
"pandas, sql, statistics, tableau, reporting, power bi, data cleaning, data visualization, excel",6.21,Data Analyst
"neural networks, data preprocessing, deep learning, computer vision, pytorch, python",7.57,AI Engineer
"web performance, accessibility, html, redux, css, typescript",8.63,Frontend Developer
"accessibility, redux, css, ui design, react, javascript, responsive design, web performance",7.67,Frontend Developer
"python, machine learning, hypothesis testing, pandas, statistics, security, numpy",6.79,Data Scientist
"feature engineering, sql, scikit-learn, machine learning, pandas, data visualization",7.92,Data Scientist
"kubernetes, azure, terraform, aws, linux, ci/cd, devops, networking, monitoring, docker",9.17,Cloud Engineer
"aws, networking, monitoring, linux, excel, kubernetes, ci/cd, devops, python, azure",7.6,Cloud Engineer
"accessibility, redux, ui design, react, javascript, html",9.37,Frontend Developer
"testing, java, oop, data structures, debugging, algorithms, problem solving, python, software design, git",9.59,Software Developer
"neural networks, aws, data preprocessing, tensorflow, nlp, computer vision, pytorch, devops",8.1,AI Engineer
"computer vision, neural networks, mathematics, data preprocessing, nlp, tensorflow, pytorch, machine learning",9.01,AI Engineer
"ethical hacking, risk assessment, penetration testing, networking, security, cryptography, linux, incident response, firewalls, siem",6.77,Cyber Security Analyst
"authentication, system design, java, django, sql, databases, api development, node.js, python",6.68,Backend Developer
"pandas, excel, tableau, sql, power bi, statistics",7.16,Data Analyst
"numpy, machine learning, sql, python, pandas, feature engineering, hypothesis testing",7.23,Data Scientist
"data visualization, scikit-learn, pandas, sql, machine learning, hypothesis testing, statistics",8.05,Data Scientist
"html, siem, networking, penetration testing, cryptography, risk assessment, linux, ethical hacking, firewalls, security",8.77,Cyber Security Analyst
"firewalls, linux, penetration testing, siem, incident response, security, risk assessment, ethical hacking, networking, cryptography",9.59,Cyber Security Analyst
"node.js, api development, django, python, sql, java",8.84,Backend Developer
"docker, devops, aws, kubernetes, networking, linux, ci/cd, monitoring, terraform, azure",6.63,Cloud Engineer
"linux, incident response, firewalls, cryptography, networking, risk assessment, ethical hacking, security, siem",8.62,Cyber Security Analyst
"java, api development, azure, system design, python, databases, sql, authentication, django, networking, flask",8.87,Backend Developer
"flask, java, computer vision, python, databases, system design, machine learning, django",7.03,Backend Developer
"numpy, feature engineering, python, hypothesis testing, statistics, devops, data visualization, machine learning, scikit-learn",8.6,Data Scientist
"typescript, ui design, accessibility, html, web performance, css, react, javascript, responsive design",7.72,Frontend Developer
"numpy, hypothesis testing, feature engineering, sql, python, scikit-learn, machine learning, pandas, statistics, data visualization",9.55,Data Scientist
"data visualization, hypothesis testing, statistics, feature engineering, machine learning, python, scikit-learn, pandas, sql, numpy",7.27,Data Scientist
"machine learning, tensorflow, computer vision, hypothesis testing, sql, python, scikit-learn, data visualization",6.85,Data Scientist
"monitoring, web performance, responsive design, css, ui design, react, html, linux, javascript, accessibility, redux",8.41,Frontend Developer
"docker, ci/cd, azure, terraform, networking, kubernetes, monitoring, linux",8.94,Cloud Engineer
"python, numpy, hypothesis testing, statistics, data visualization, machine learning",9.78,Data Scientist
"java, flask, authentication, django, node.js, api development, python, sql",8.9,Backend Developer
"javascript, css, web performance, redux, typescript, accessibility, ui design, responsive design, react, html",9.4,Frontend Developer
"sql, tableau, statistics, python, power bi, data visualization, data cleaning, pandas, excel, reporting",8.49,Data Analyst
"responsive design, react, redux, typescript, ui design, incident response, html, javascript, css, accessibility, siem",8.58,Frontend Developer
"numpy, sql, hypothesis testing, python, feature engineering, system design, data visualization, scikit-learn, pandas, statistics, machine learning",9.4,Data Scientist
"java, oop, pandas, problem solving, debugging, sql, data structures, algorithms",6.06,Software Developer
"sql, feature engineering, machine learning, python, numpy, statistics, pandas, data structures, hypothesis testing, scikit-learn, data visualization, testing",6.16,Data Scientist
"git, testing, data structures, algorithms, java, python, debugging, problem solving",9.54,Software Developer
"flask, python, node.js, django, system design, databases, java, sql, api development",9.47,Backend Developer
"django, authentication, node.js, sql, java, python",6.25,Backend Developer
"system design, django, java, api development, python, node.js, databases",7.52,Backend Developer
"risk assessment, firewalls, nlp, siem, incident response, computer vision, cryptography, ethical hacking, linux, security, networking",8.97,Cyber Security Analyst
"web performance, ui design, redux, javascript, html, responsive design, react, typescript, css, ci/cd",7.95,Frontend Developer
"data preprocessing, tensorflow, nlp, deep learning, mathematics, computer vision, pytorch, python, machine learning, neural networks, testing",9.07,AI Engineer
"statistics, excel, reporting, data visualization, data cleaning, pandas, tableau, python, sql, power bi",7.43,Data Analyst
"tensorflow, neural networks, pytorch, deep learning, data preprocessing, mathematics, python",8.06,AI Engineer
"html, react, typescript, web performance, responsive design, javascript, redux, accessibility, css, ui design",8.37,Frontend Developer
"python, hypothesis testing, statistics, machine learning, numpy, pandas",7.21,Data Scientist
"python, data cleaning, power bi, reporting, data visualization, statistics, excel, pandas, sql, tableau",6.37,Data Analyst
"devops, terraform, typescript, aws, ci/cd, linux, networking",9.54,Cloud Engineer
"system design, sql, node.js, python, flask, api development, django, databases, java, authentication",7.88,Backend Developer
"feature engineering, machine learning, python, data visualization, hypothesis testing, scikit-learn, statistics, numpy, sql",8.42,Data Scientist
"ci/cd, power bi, statistics, networking, data cleaning, pandas, data visualization, python, excel, tableau, reporting, sql",6.5,Data Analyst
"deep learning, testing, python, tensorflow, neural networks, data preprocessing, machine learning, pytorch, nlp",8.23,AI Engineer
"python, ethical hacking, sql, excel, data cleaning, tableau, reporting, power bi, incident response, pandas",7.03,Data Analyst
"api development, flask, python, django, sql, scikit-learn, system design, authentication, databases, node.js, java",8.07,Backend Developer
"typescript, responsive design, javascript, statistics, react, web performance, accessibility, html, ui design, scikit-learn",8.54,Frontend Developer
"sql, machine learning, django, system design, databases, api development, flask, authentication",7.31,Backend Developer
"penetration testing, risk assessment, incident response, linux, cryptography, ethical hacking, security",7.06,Cyber Security Analyst
"tableau, statistics, pandas, power bi, data visualization, data cleaning, python, reporting, sql, excel",6.96,Data Analyst
"numpy, python, sql, hypothesis testing, penetration testing, feature engineering, linux, data visualization",8.23,Data Scientist
"django, java, databases, api development, sql, flask, node.js, authentication",7.86,Backend Developer
"pytorch, neural networks, machine learning, data preprocessing, deep learning, mathematics, nlp, risk assessment, tensorflow",9.26,AI Engineer
"testing, software design, algorithms, java, python, oop, data structures, problem solving, debugging, git",8.8,Software Developer
"python, data structures, problem solving, git, oop, software design",6.08,Software Developer
"sql, java, system design, databases, node.js, django",9.51,Backend Developer
"siem, ethical hacking, risk assessment, cryptography, networking, firewalls, incident response, security",7.8,Cyber Security Analyst
"java, software design, data structures, debugging, javascript, problem solving, responsive design, git",7.38,Software Developer
"statistics, data cleaning, power bi, excel, pandas, data visualization, tableau",8.78,Data Analyst
"python, tableau, data visualization, sql, data cleaning, power bi",7.35,Data Analyst
"ethical hacking, linux, siem, risk assessment, java, firewalls, security, incident response",8.78,Cyber Security Analyst
"scikit-learn, mathematics, nlp, python, numpy, deep learning, machine learning, tensorflow, data preprocessing, computer vision, pytorch, neural networks",8.92,AI Engineer
"siem, incident response, penetration testing, risk assessment, security, ethical hacking",6.75,Cyber Security Analyst
"pandas, linux, sql, reporting, python, power bi, tableau, data visualization, data cleaning, terraform, statistics, excel",8.26,Data Analyst
